Product Categorization Tier 1;Product Categorization Tier 2;Product Categorization Tier 3;Product Name;Manufacturer;Model Version
VAS/NEMS;NEMS;NEMS_IP;XPS;CIE TELEMATICA;
VAS/NEMS;NEMS;NEMS_IP;Acme Packet Net-Net EMS;Acme Packet;
VAS/NEMS;NEMS;NEMS_IP;7810 VX;Alcatel-Lucent;7810 VxTC
VAS/NEMS;NEMS;NEMS_IP;9981 CMS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;Provisioning Server;generic;
VAS/NEMS;NEMS;NEMS_IP;NFM-P;Nokia;
VAS/NEMS;NEMS;NEMS_MOB;1353 UMTS OMC-R;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9253 OMC-RAN;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;1357 ULIS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;iManager U2000_RAN;Huawei;
VAS/NEMS;NEMS;NEMS_MOB;Cisco Prime;Cisco Systems Inc;
VAS/NEMS;NEMS;NEMS_MOB;EdenNet;Nokia;EN18
VAS/NEMS;NEMS;NEMS_MOB;9353 WMS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;Navis Voice Activation Manager;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;Symmetricom TimeProvider;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;8950 Motive SAM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;NetAct;Nokia;NA18
VAS/NEMS;NEMS;NEMS_MOB;9153 OMC-R;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9254 OMC-RAN Compact;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_MOB;9290 MM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9159 NPO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;iManager PRS;Huawei;
VAS/NEMS;NEMS;NEMS_NPR;9900 WNG;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9359 NPO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;8920 SQM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_NPR;9959 NPO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;SO-EM;Ericsson;DMR 23GHz
VAS/NEMS;NEMS;NEMS_TX;1354 RM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;U2000;Huawei;
VAS/NEMS;NEMS;NEMS_TX;NFM-T;Nokia;
VAS/NEMS;NEMS;NEMS_TX;1353 NM;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1359 IOO;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;1350 OMS;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_TX;iManager U2000_TRX;Huawei;
VAS/NEMS;NEMS;NEMS_TX;1354 BM-ETH;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_VOIP;Exfo Verifier;EXFO;Exfo BV4220
VAS/NEMS;NEMS;NEMS_VOIP;Exfo Verifier;EXFO;Exfo BV4230
VAS/NEMS;NEMS;NEMS_VOIP;Exfo Verifier;EXFO;Exfo BV4100
VAS/NEMS;NEMS;NEMS_VOIP;1300 XMC;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_VOIP;1310 OMC-P;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_VOIP;Broadsoft Traces Server;BroadSoft;
VAS/NEMS;NEMS;NEMS_VOIP;TDM SFT;TDM;
VAS/NEMS;VAS;VAS_APPS;Wifi Access Controller;Ruckus;
VAS/NEMS;VAS;VAS_APPS;Bytemobile Unison;Bytemobile Unison;
VAS/NEMS;VAS;VAS_APPS;Wifi Access Point;Ruckus;
VAS/NEMS;VAS;VAS_APPS;Traffica;Nokia;
VAS/NEMS;VAS;VAS_APPS;NewNet SMSC;NewNet;
VAS/NEMS;VAS;VAS_APPS;SMSC-Jinny;Jinny;
VAS/NEMS;VAS;VAS_APPS;SMSC ICS;Infinite Convergence;
VAS/NEMS;VAS;VAS_APPS;MMSC ICS;Infinite Convergence;
VAS/NEMS;VAS;VAS_APPS;Radware Alteon;Radware Ltd;Alteon 5412
VAS/NEMS;VAS;VAS_APPS;NewNet SMServer;NewNet;
VAS/NEMS;VAS;VAS_APPS;UMF;Sun;
VAS/NEMS;VAS;VAS_APPS;GIS;General Electric;
VAS/NEMS;VAS;VAS_APPS;5900 SRP;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;5115 SMSC-G;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;8985 MP;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_APPS;MCTEL MMSC;MCTEL;
VAS/NEMS;VAS;VAS_FA;Go-Global;GraphOn;
VAS/NEMS;VAS;VAS_IN;IN;Huawei;
VAS/NEMS;VAS;VAS_IN;CBS-Huawei;Huawei;
VAS/NEMS;VAS;VAS_TELCO;BVS;generic;
VAS/NEMS;VAS;VAS_TELCO;NGIN Suite;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;VMS;ZTE;
VAS/NEMS;VAS;VAS_TELCO;APIGW;generic;
VAS/NEMS;VAS;VAS_TELCO;FMS;generic;
VAS/NEMS;VAS;VAS_TELCO;FS_MagicBox;generic;
VAS/NEMS;VAS;VAS_TELCO;Print Server;generic;
VAS/NEMS;VAS;VAS_TELCO;Provident;generic;
VAS/NEMS;VAS;VAS_TELCO;RBT;ZTE;
VAS/NEMS;VAS;VAS_TELCO;Sip/EzProv;generic;
VAS/NEMS;VAS;VAS_TELCO;Tracker;generic;
VAS/NEMS;VAS;VAS_TELCO;MiddleWare;generic;
VAS/NEMS;VAS;VAS_TELCO;BI Technology;generic;
VAS/NEMS;VAS;VAS_TELCO;EDW Operations;generic;
VAS/NEMS;VAS;VAS_TELCO;RMO;generic;
VAS/NEMS;VAS;VAS_TELCO;H2H & Payroll;generic;
VAS/NEMS;VAS;VAS_TELCO;SecOps;generic;
VAS/NEMS;VAS;VAS_TELCO;EAO;generic;
VAS/NEMS;VAS;VAS_TELCO;DC_Infra;generic;
VAS/NEMS;VAS;VAS_TELCO;8690 OSP;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;CMS;Mobisoft;
VAS/NEMS;VAS;VAS_TELCO;Messaging Gateway;Mobisoft;
VAS/NEMS;VAS;VAS_TELCO;SADM;Nokia;
VAS/NEMS;VAS;VAS_TELCO;CGW;ZTE;
VAS/NEMS;VAS;VAS_TELCO;MMSC;ZTE;
VAS/NEMS;VAS;VAS_TELCO;Mediation;generic;
VAS/NEMS;VAS;VAS_TELCO;OnBoardingPortal;generic;
VAS/NEMS;VAS;VAS_TELCO;Password Manager;generic;
VAS/NEMS;VAS;VAS_TELCO;SMSC;ZTE;
VAS/NEMS;VAS;VAS_TELCO;MagicScreen;generic;
VAS/NEMS;VAS;VAS_TELCO;Azure;generic;
VAS/NEMS;VAS;VAS_TELCO;CRM;generic;
VAS/NEMS;VAS;VAS_TELCO;OSS;generic;
VAS/NEMS;VAS;VAS_TELCO;VAS;generic;
VAS/NEMS;VAS;VAS_TELCO;tracker;generic;
VAS/NEMS;VAS;VAS_TELCO;iVAS;ZTE;
VAS/NEMS;VAS;VAS_TELCO;SPAMDB;ZTE;
VAS/NEMS;VAS;VAS_TELCO;USSD;ZTE;
VAS/NEMS;VAS;VAS_TELCO;WAP;ZTE;
VAS/NEMS;VAS;VAS_TELCO;BulkSMS;generic;
VAS/NEMS;VAS;VAS_TELCO;Digital SnSC;generic;
VAS/NEMS;VAS;VAS_TELCO;Migration;generic;
VAS/NEMS;VAS;VAS_TELCO;Telenor Velocity;generic;
VAS/NEMS;VAS;VAS_TELCO;MagicBox;generic;
VAS/NEMS;VAS;VAS_TELCO;SDP;ZTE;
VAS/NEMS;VAS;VAS_TELCO;JBoss;generic;
VAS/NEMS;VAS;VAS_TELCO;Tibco;generic;
VAS/NEMS;VAS;VAS_TELCO;ICS;ZTE;
VAS/NEMS;VAS;VAS_TELCO;Liferay Portal;Liferay;
VAS/NEMS;VAS;VAS_TELCO;StreamWIDE VMS;StreamWIDE;
VAS/NEMS;VAS;VAS_TELCO;8620 SurePay;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;8610 ICC;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;8965 C3S;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;eSM;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;5375 CNP;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;MiLife Application Server;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;5100 CMS;Alcatel-Lucent;
VAS/NEMS;VAS;VAS_TELCO;Siebel;generic;
WLS Core;MPBN;Firewall;Firewall-Ericsson;Ericsson;
WLS Core;MPBN;Firewall;Firewall-Nokia;Nokia;
WLS Core;MPBN;Firewall;Firewall-Huawei;Huawei;
WLS Core;MPBN;Firewall;Firewall-Juniper;Juniper Networks Inc.;
WLS Core;MPBN;Router;Core Router-Ericsson;Ericsson;
WLS Core;MPBN;Router;Core Router-ZTE;ZTE;
WLS Core;MPBN;Router;Core Router-Huawei;Huawei;
WLS Core;MPBN;Router;Core Router-Nokia;Nokia;
WLS Core;MPBN;Router;Core Router-Juniper;Juniper Networks Inc.;
WLS Core;MPBN;Router;Core Router-Redback;Ericsson;
WLS Core;MPBN;Switch;Core Switch-ZTE;ZTE;
WLS Core;MPBN;Switch;Core Switch-Nokia;Nokia;
WLS Core;MPBN;Switch;Core Switch-Extreme;Extreme Networks;
WLS Core;MPBN;Switch;Core Switch-Huawei;Huawei;
WLS Core;MPBN;Switch;Core Switch-Ericsson;Ericsson;
