Product Categorization Tier 1;Product Categorization Tier 2;Product Categorization Tier 3;Product Name;Manufacturer;Model Version
Multicore;Converged Core;VoLTE;OTAS;Nokia;
FAIP;IP Security;Firewall;PA-220;Palo Alto;
FAIP;IP Security;Firewall;PA-5220;Palo Alto;
VAS/NEMS;NEMS;NEMS_MOB;Pandora FMS;Pandora;
Transmission;WTD/Microwave;Microwave;PASOLINK;NEC;
VAS/NEMS;VAS;VAS_TELCO;Password Manager;generic;
Multicore;Packet Core;PCRF;PCRF-Huawei;Huawei;
Multicore;Packet Core;PCRF;PCRF-ZTE;ZTE;
Multicore;Packet Core;PCRF;PCS500;Optiva;
Multicore;Packet Core;DNS;PDNS-Infblox/Huawei;Huawei;
OSS/BSS;OSS;Performance;Pentaho;Pentaho;
Transmission;SDH/PDH;SDH;Philips ADM155;Philips;
FAIP;IP Core Backbone;DPI Platform;PL1000 Series;Procera Networks;
FAIP;IP Core Backbone;DPI Platform;PL10000;Procera Networks;
FAIP;IP Core Backbone;DPI Platform;PL20000 Series;Procera Networks;
Transmission;WTD/Microwave;Microwave;PMP;CBNL;
OSS/BSS;OSS;Fault Management;Prime;Cisco Systems Inc;
VAS/NEMS;VAS;VAS_TELCO;Print Server;generic;
FAIP;IP Core Backbone;DPI Platform;Procera PacketLogic;Procera Networks;
VAS/NEMS;VAS;VAS_TELCO;Prometheus-TPK;Prometheus;
VAS/NEMS;VAS;VAS_TELCO;Provident;generic;
OSS/BSS;OSS;Performance;Provisio;Provisio Systems Ltd;
VAS/NEMS;NEMS;NEMS_IP;Provisioning Server;generic;
Multicore;Converged Core;VoLTE;PSX;Ribbon;
Cloud;Infrastructure;Hardware;QFX/MX/LX;Juniper;
Multicore;Packet Core;Radius;Radius;Ericsson;
VAS/NEMS;VAS;VAS_APPS;Radware Alteon;Radware Ltd;Alteon 5412
FAIP;IP Security;Proxy;Radware AppDirector;Radware Ltd;AppDirector_100
FAIP;IP Core Backbone;Switch;Radware DefensePro 30420;Radware Ltd;
FAIP;IP Core Backbone;Load Balancer, WAN Optimization, Terminal Server;Radware Loadbalancer;Radware Ltd;
FAIP;IP Core Backbone;Switch;Radware x420 Series;Radware Ltd;
Transmission;WTD/Microwave;Microwave;RAU;Ericsson;
VAS/NEMS;VAS;VAS_TELCO;RBT;ZTE;
Transmission;WTD/Microwave;Microwave;Repeater;generic;
Transmission;WTD/Microwave;Microwave;RMM;Ericsson;
VAS/NEMS;VAS;VAS_TELCO;RMO;generic;
RAN;WCDMA/UMTS (3G);RNC;RNC-Ericsson;Ericsson;
RAN;WCDMA/UMTS (3G);RNC;RNC-Huawei;Huawei;
RAN;WCDMA/UMTS (3G);RNC;RNC-Nokia;Nokia;
RAN;WCDMA/UMTS (3G);RNC;RNC-ZTE;ZTE;
FAIP;IP Core Backbone;Switch;S2300;Huawei;
FAIP;IP Backhaul;Switch;S3048;Dell;
FAIP;IP Core Backbone;Switch;S5300;Huawei;
Transmission;WTD/Microwave;Switch;S5328C-EI-24S;Huawei;
VAS/NEMS;VAS;VAS_TELCO;SADM;Nokia;
Multicore;Packet Core;SAE;SAE-GW;Nokia;
RAN;LTE (4G);eNodeB;Samsung LTE;Samsung;
Multicore;Packet Core;MME;Samsung MME;Samsung;
Multicore;Packet Core;SAE;Samsung SAE-GW;Samsung;
Multicore;Packet Core;PCRF;SAPC;Ericsson;
OSS/BSS;OSS;Configuration;SBC;Linux;
Multicore;Wireless Core;SBC;SBC-Huawei;Huawei;
Multicore;Wireless Core;SBC;SBC-Nokia;Nokia;
Multicore;Wireless Core;SBC;SBC-Oracle;Oracle, Corp.;
Multicore;Wireless Core;SBC;SBC-ZTE;ZTE;
RAN;Multi Techno;SingleRAN;SBTS-Ericsson;Ericsson;
RAN;Multi Techno;SingleRAN;SBTS-ZTE;ZTE;
VAS/NEMS;NEMS;NEMS_FA;Scorpio;Alcatel-Lucent;
Multicore;Converged Core;HSS, Services;SDM;Nokia;
VAS/NEMS;VAS;VAS_TELCO;SDP;ZTE;
Multicore;Wireless Core;SBC;SE2900 CPG;Huawei;
VAS/NEMS;VAS;VAS_TELCO;SecOps;generic;
OSS/BSS;OSS;Security;Security Server;generic;
FAIP;IP Security;Security;Security Service Stoke;Stroke;
OSS/BSS;OSS;Configuration;Server;Linux;
VAS/NEMS;NEMS;NEMS_IP;Service Portal;Alcatel-Lucent;
Transmission;WTD/Microwave;Microwave;SFP module;Ericsson;
Multicore;Packet Core;SGSN;SGSN-Ericsson;Ericsson;
Multicore;Packet Core;SGSN;SGSN-Huawei;Huawei;
Multicore;Packet Core;SGSN;SGSN-ZTE;ZTE;
VAS/NEMS;VAS;VAS_TELCO;Siebel;generic;
FAIP;IP Core Backbone;Switch;Silicom DDOS Switch IBS10G;Silicom;
VAS/NEMS;VAS;VAS_TELCO;Sip/EzProv;generic;
VAS/NEMS;VAS;VAS_TELCO;SMSC;ZTE;
VAS/NEMS;VAS;VAS_APPS;SMSC ICS;Infinite Convergence;
VAS/NEMS;VAS;VAS_APPS;SMSC-Jinny;Jinny;
FAIP;IP Security;Firewall;SN310;Stormshield;SN310
VAS/NEMS;NEMS;NEMS_TX;SO-EM;Ericsson;DMR 23GHz
Transmission;WTD/Microwave;Microwave;SolarWinds;SolarWinds;
RAN;Multi Techno;Repeater, Transcoder;SOLiD DAU;SOLiD;
VAS/NEMS;NEMS;NEMS_MOB;SOLiD DMS3000;SOLiD;
RAN;Multi Techno;Repeater, Transcoder;SOLiD HCU;SOLiD;
RAN;Multi Techno;Repeater, Transcoder;SOLiD HRN;SOLiD;
RAN;Multi Techno;Repeater, Transcoder;SOLiD LRN;SOLiD;
Transmission;WTD/Microwave;Microwave;SP110;Ericsson;
VAS/NEMS;VAS;VAS_TELCO;SPAMDB;ZTE;
FAIP;Fixed Access;Splitter;Splitter Level 1;generic;
FAIP;Fixed Access;Splitter;Splitter Level 2;generic;
OSS/BSS;BSS;Business Intelligence;Splunk;Splunk;
Multicore;Converged Core;HSS, Services;SPR;ZTE;
Multicore;Signaling;STP;SPS;Huawei;
Multicore;Signaling;STP;SPS-Nokia;Nokia;
FAIP;Fixed Access;Multi Access Radio;SR 500-IP;SR Telecom;Central Station
FAIP;Fixed Access;Multi Access Radio;SR 500-IP;SR Telecom;Terminal Station
FAIP;Fixed Access;Multi Access Radio;SR 500-IP;SR Telecom;Repeater Station
Transmission;SDH/PDH;SDH;SRT;Nokia;
OSS/BSS;OSS;Configuration;SSM;Linux;
Cloud;Application;Software;STP;Telesys;
Multicore;Signaling;STP;STP TITAN;NetNumber;
Multicore;Signaling;STP;STP-Huawei;Huawei;
Multicore;Signaling;STP;STP-Tekelec;Tekelec;
Multicore;Signaling;STP;STP-ZTE;ZTE;
VAS/NEMS;VAS;VAS_TELCO;StreamWIDE VMS;StreamWIDE;
Cloud;Infrastructure;Hardware;Switch;Dell;
Transmission;SDH/PDH;Synchronization;Symmetricom TimeProvider;Symmetricom;
VAS/NEMS;NEMS;NEMS_IP;TDM ComNode;TDM;
VAS/NEMS;NEMS;NEMS_VOIP;TDM SFT;TDM;
Multicore;Signaling;STP;Tektronix GeoProbe;Tektronix;
VAS/NEMS;VAS;VAS_TELCO;Telenor Velocity;generic;
OSS/BSS;OSS;Workflow;Terminal Server;generic;
VAS/NEMS;NEMS;NEMS_FA;TIAMS;Nokia;
VAS/NEMS;VAS;VAS_TELCO;Tibco;generic;
OSS/BSS;OSS;Configuration;TLRD;custom;
Transmission;SDH/PDH;DNS;TNMS-ADM;Nokia;
Multicore;Packet Core;ToP;TP5000;Nokia;
VAS/NEMS;VAS;VAS_TELCO;Tracker;generic;
VAS/NEMS;VAS;VAS_APPS;Traffica;Nokia;
OSS/BSS;OSS;Inventory;TRAID;custom;
VAS/NEMS;NEMS;NEMS_TX;U2000;Huawei;
RAN;GSM (2G);BTS;Ultra BTS;Nokia;
VAS/NEMS;VAS;VAS_APPS;UMF;Sun;
Multicore;Wireless Core;UPCC;UPCC-Huawei;Huawei;
Multicore;Wireless Core;USCDB;USCDB-Huawei;Huawei;
Multicore;Wireless Core;USCDB;USCDB-ZTE;ZTE;
Transmission;DWDM/OMSN;DWDM/WDM/DXC;uSDM;ECI Networks;
VAS/NEMS;VAS;VAS_TELCO;USSD;ZTE;
RAN;LTE (4G);eNodeB;USU3910;Huawei;
VAS/NEMS;VAS;VAS_TELCO;VAS;generic;
Multicore;Packet Core;DRA;vDRA-Huawei;Huawei;
Multicore;Packet Core;GGSN;vGW-ZTE;ZTE;
Multicore;Converged Core;HSS, Services;vHSS;Nokia;
OSS/BSS;OSS;Performance;VitalNet;Alcatel-Lucent;
VAS/NEMS;NEMS;NEMS_IP;VitalQIP;Alcatel-Lucent;
Multicore;Packet Core;DNS;VitalQIP 1220;Nokia;
Multicore;Packet Core;DNS;VitalQIP 720;Nokia;
Cloud;Infrastructure;SDN;vLB;Nokia;
Multicore;Packet Core;LTE Packet Gateway;VMAX-ZTE;ZTE;
Multicore;Packet Core;MME;vMME;ZTE;
VAS/NEMS;VAS;VAS_TELCO;VMS;ZTE;
Multicore;Wireless Core;MSC/MSS;vMSS-ZTE;ZTE;
OSS/BSS;OSS;Configuration;VMWare vCenter;VMWare;
OSS/BSS;OSS;Configuration;VMWare Virtual Platform;VMWare;
Cloud;Infrastructure;SDN;vNetguard;Nokia;
Multicore;Wireless Core;VNFM;VNFM-ZTE;ZTE;
Multicore;Wireless Core;MSC/MSS;vNFM-ZTE;ZTE;
FAIP;IP Security;Firewall;VPN Firewall Brick;Alcatel-Lucent;
Cloud;Infrastructure;SDN;vRR;Nokia;
VAS/NEMS;VAS;VAS_TELCO;WAP;ZTE;
OSS/BSS;OSS;Workflow;Whispir;custom;
VAS/NEMS;VAS;VAS_APPS;Wifi Access Controller;Ruckus;
VAS/NEMS;VAS;VAS_APPS;Wifi Access Point;Ruckus;
OSS/BSS;OSS;Voice Recording;WINGcon BBRC;WingCon;
OSS/BSS;OSS;Workflow;WMS;custom;
Transmission;SDH/PDH;Multiplexer;XDM-1000;ECI Networks;
Transmission;SDH/PDH;Multiplexer;XDM-300;ECI Networks;
Transmission;SDH/PDH;Multiplexer;XDM-900;ECI Networks;
VAS/NEMS;NEMS;NEMS_IP;XPS;CIE TELEMATICA;
FAIP;IP Backhaul;Switch;ZXCTN 6110;ZTE;
FAIP;IP Backhaul;Router;ZXCTN 6150;ZTE;
FAIP;IP Backhaul;Switch;ZXCTN 6200;ZTE;
FAIP;IP Backhaul;Switch;ZXCTN 6300;ZTE;
FAIP;IP Backhaul;Router;ZXCTN 9000;ZTE;ZXCTN 9000-3E
FAIP;IP Backhaul;Router;ZXCTN 9000;ZTE;ZXCTN 9000-5E
FAIP;IP Backhaul;Router;ZXCTN 9000;ZTE;ZXCTN 9000-2E4
FAIP;IP Backhaul;Switch;ZXCTN 9004;ZTE;
FAIP;IP Backhaul;Switch;ZXCTN 9008;ZTE;
Transmission;SDH/PDH;SDH;ZXMP S385;ZTE;
Transmission;DWDM/OMSN;OTN;ZXONE 9700;ZTE;
FAIP;IP Core Backbone;Switch;ZXR10 5928;ZTE;ZXR10 5928E(V2)
FAIP;IP Core Backbone;Switch;ZXR10 5952;ZTE;ZXR10 5952E
FAIP;IP Core Backbone;Switch;ZXR10 5952;ZTE;ZXR10 5952E(V2)
FAIP;IP Core Backbone;Switch;ZXR10 8905;ZTE;ZXR10 8905
FAIP;IP Core Backbone;Switch;ZXR10 8905;ZTE;ZXR10 8905E
FAIP;IP Core Backbone;Switch;ZXR10 8908;ZTE;ZXR10 8908E
FAIP;IP Core Backbone;Switch;ZXR10 8908;ZTE;ZXR10 8908E-H
FAIP;IP Core Backbone;Core Router;ZXR10 M6000;ZTE;ZXR10 M6000-8S Plus
FAIP;IP Core Backbone;Core Router;ZXR10 M6000;ZTE;ZXR10 M6000-8
FAIP;IP Core Backbone;Core Router;ZXR10 M6000;ZTE;ZXR10 M6000-18S
FAIP;IP Core Backbone;Core Router;ZXR10 T8000;ZTE;ZXR10 T8000-16
